		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
25/05/23	11:00	20.3	20.3	20.2	67	13.9	1.3	SE	0.08	2.2	ESE	20.3	20.3	20.3	---	1006.0	0.00	0.0	410	0.59	410	4.1	0.03	4.1	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.30	23	1	100.0	1
25/05/23	11:01	20.3	20.3	20.3	67	14.0	0.9	SE	0.05	1.8	S	20.3	20.4	20.4	---	1006.0	0.00	0.0	738	1.06	738	3.3	0.02	3.3	0.000	0.001	21.9	57	13.0	21.7	10.49	1.1705	0.00	23	1	100.0	1
25/05/23	11:02	20.4	20.4	20.3	67	14.1	1.8	ESE	0.11	3.6	SSE	20.4	20.5	20.5	---	1006.0	0.00	0.0	397	0.57	397	3.2	0.02	3.2	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1703	0.00	24	1	100.0	1
25/05/23	11:03	20.4	20.4	20.4	67	14.1	2.2	ESE	0.13	3.1	ESE	20.4	20.5	20.5	---	1006.0	0.00	0.0	355	0.51	355	3.0	0.02	3.0	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.00	23	1	100.0	1
25/05/23	11:04	20.4	20.4	20.4	67	14.1	1.8	SE	0.11	3.1	SSE	20.4	20.6	20.6	---	1005.9	0.00	0.0	348	0.50	348	3.0	0.02	3.0	0.000	0.001	22.0	57	13.1	21.7	10.49	1.1702	0.00	24	1	100.0	1
25/05/23	11:05	20.5	20.5	20.4	67	14.2	1.3	ENE	0.08	2.2	SSE	20.5	20.6	20.6	---	1005.9	0.00	0.0	332	0.48	332	2.9	0.02	2.9	0.000	0.002	22.0	57	13.1	21.7	10.49	1.1702	0.00	23	1	100.0	1
25/05/23	11:06	20.5	20.5	20.5	67	14.2	0.9	SSE	0.05	1.3	ENE	20.5	20.6	20.6	---	1006.0	0.00	0.0	308	0.44	308	2.8	0.02	2.8	0.000	0.002	22.0	57	13.1	21.7	10.49	1.1703	0.00	23	1	100.0	1
25/05/23	11:07	20.6	20.6	20.5	66	14.0	0.9	ESE	0.05	1.8	SE	20.6	20.6	20.6	---	1006.0	0.00	0.0	291	0.42	294	2.7	0.02	2.7	0.000	0.002	22.0	57	13.1	21.7	10.49	1.1702	0.00	24	1	100.0	1
25/05/23	11:08	20.5	20.6	20.5	66	13.9	1.8	SE	0.11	2.2	SE	20.5	20.6	20.6	---	1006.1	0.00	0.0	295	0.42	295	2.6	0.02	2.6	0.000	0.002	22.0	57	13.1	21.7	10.49	1.1703	0.00	23	1	100.0	1
25/05/23	11:09	20.6	20.6	20.5	66	14.0	0.9	SE	0.05	1.8	SSE	20.6	20.6	20.6	---	1006.0	0.00	0.0	329	0.47	329	2.8	0.02	2.8	0.000	0.002	22.0	57	13.1	21.7	10.49	1.1702	0.00	24	1	100.0	1
25/05/23	11:10	20.6	20.6	20.6	67	14.2	1.3	SE	0.08	2.2	SE	20.6	20.7	20.7	---	1006.0	0.00	0.0	339	0.49	339	2.8	0.02	2.8	0.000	0.002	22.0	57	13.1	21.7	10.49	1.1703	0.00	23	1	100.0	1
25/05/23	11:11	20.6	20.6	20.6	66	14.0	2.2	SE	0.13	3.1	ESE	20.6	20.7	20.7	---	1006.1	0.00	0.0	327	0.47	327	2.7	0.02	2.7	0.000	0.002	22.0	57	13.1	21.7	10.49	1.1704	0.00	22	1	95.7	1
25/05/23	11:12	20.6	20.7	20.6	66	14.0	1.3	ESE	0.08	1.8	E	20.6	20.7	20.7	---	1006.1	0.00	0.0	302	0.43	302	2.6	0.02	2.6	0.000	0.002	22.1	57	13.1	21.8	10.48	1.1700	0.00	24	1	100.0	1
25/05/23	11:13	20.6	20.7	20.6	67	14.3	0.9	S	0.05	1.8	S	20.6	20.7	20.7	---	1006.0	0.00	0.0	260	0.37	271	2.4	0.02	2.4	0.000	0.002	22.1	57	13.1	21.8	10.48	1.1700	0.00	23	1	100.0	1
25/05/23	11:14	20.6	20.6	20.6	67	14.3	1.3	ESE	0.08	2.7	SSW	20.6	20.7	20.7	---	1006.1	0.00	0.0	248	0.36	248	2.3	0.02	2.3	0.000	0.002	22.1	57	13.1	21.8	10.48	1.1700	0.00	23	1	100.0	1
25/05/23	11:15	20.6	20.6	20.6	66	14.0	1.8	SE	0.11	3.6	ESE	20.6	20.6	20.6	---	1006.0	0.00	0.0	218	0.31	218	2.1	0.01	2.1	0.000	0.002	22.0	57	13.1	21.7	10.49	1.1703	0.00	23	1	100.0	1
25/05/23	11:16	20.6	20.6	20.5	67	14.2	1.3	ESE	0.08	1.8	SE	20.6	20.7	20.7	---	1006.0	0.00	0.0	209	0.30	209	2.0	0.01	2.0	0.000	0.002	22.1	57	13.1	21.8	10.48	1.1700	0.00	24	1	100.0	1
25/05/23	11:17	20.5	20.6	20.5	66	13.9	0.4	SSE	0.03	0.9	ESE	20.5	20.6	20.6	---	1006.0	0.00	0.0	206	0.30	206	1.9	0.01	1.9	0.000	0.002	22.1	57	13.1	21.8	10.48	1.1700	0.00	22	1	95.7	1
25/05/23	11:18	20.5	20.5	20.5	67	14.2	0.9	ESE	0.05	1.3	ESE	20.5	20.6	20.6	---	1006.1	0.00	0.0	204	0.29	204	1.9	0.01	1.9	0.000	0.002	22.1	57	13.1	21.8	10.48	1.1700	0.00	23	1	100.0	1
25/05/23	11:19	20.5	20.5	20.4	66	13.9	1.8	ESE	0.11	3.1	ESE	20.5	20.6	20.6	---	1006.1	0.00	0.0	211	0.30	213	1.8	0.01	1.8	0.000	0.002	22.1	57	13.1	21.8	10.48	1.1701	0.00	22	1	95.7	1
25/05/23	11:20	20.5	20.5	20.5	67	14.2	1.3	SE	0.08	3.1	ESE	20.5	20.6	20.6	---	1006.1	0.00	0.0	220	0.32	220	1.9	0.01	1.9	0.000	0.002	22.1	57	13.1	21.8	10.48	1.1701	0.00	23	1	100.0	1
25/05/23	11:21	20.5	20.5	20.5	67	14.2	0.9	SE	0.05	1.3	ESE	20.5	20.6	20.6	---	1006.2	0.00	0.0	227	0.33	227	1.9	0.01	1.9	0.000	0.002	22.1	57	13.1	21.8	10.48	1.1702	0.00	24	1	100.0	1
25/05/23	11:22	20.5	20.5	20.5	66	13.9	3.1	SE	0.19	4.5	SE	20.5	20.6	20.6	---	1006.1	0.00	0.0	232	0.33	232	2.0	0.01	2.0	0.000	0.002	22.1	57	13.1	21.8	10.48	1.1701	0.00	23	1	100.0	1
25/05/23	11:23	20.4	20.5	20.4	66	13.9	4.0	SE	0.24	6.7	SE	19.7	20.5	19.7	---	1006.2	0.00	0.0	237	0.34	237	2.0	0.01	2.0	0.000	0.001	22.1	57	13.1	21.8	10.48	1.1702	0.00	23	1	100.0	1
25/05/23	11:24	20.4	20.5	20.4	66	13.9	3.1	SE	0.19	6.7	SE	20.4	20.5	20.5	---	1006.2	0.00	0.0	244	0.35	246	2.0	0.01	2.0	0.000	0.001	22.1	57	13.1	21.8	10.48	1.1702	0.00	24	1	100.0	1
25/05/23	11:25	20.4	20.4	20.4	66	13.8	2.2	ESE	0.13	4.0	ESE	20.4	20.4	20.4	---	1006.2	0.00	0.0	253	0.36	253	2.1	0.01	2.1	0.000	0.001	22.1	57	13.1	21.8	10.48	1.1702	0.00	23	1	100.0	1
25/05/23	11:26	20.4	20.4	20.4	67	14.1	1.3	ESE	0.08	3.1	ESE	20.4	20.6	20.6	---	1006.2	0.00	0.0	262	0.38	262	2.2	0.02	2.2	0.000	0.001	22.1	57	13.1	21.8	10.48	1.1702	0.00	24	1	100.0	1
25/05/23	11:27	20.4	20.4	20.4	67	14.1	2.7	SSE	0.16	3.6	ESE	20.4	20.6	20.6	---	1006.2	0.00	0.0	279	0.40	279	2.3	0.02	2.3	0.000	0.001	22.1	57	13.1	21.8	10.48	1.1702	0.00	23	1	100.0	1
25/05/23	11:28	20.4	20.4	20.4	66	13.9	1.3	SE	0.08	2.7	E	20.4	20.5	20.5	---	1006.3	0.00	0.0	301	0.43	301	2.5	0.02	2.5	0.000	0.001	22.1	57	13.1	21.8	10.48	1.1703	0.00	24	1	100.0	1
25/05/23	11:29	20.4	20.5	20.4	66	13.9	3.1	ESE	0.19	4.0	ESE	20.4	20.5	20.5	---	1006.3	0.00	0.0	327	0.47	327	2.7	0.02	2.7	0.000	0.001	22.1	57	13.2	21.9	10.48	1.1700	0.00	23	1	100.0	1
25/05/23	11:30	20.4	20.4	20.4	66	13.9	3.1	SE	0.19	4.5	SE	20.4	20.5	20.5	---	1006.3	0.00	0.0	327	0.47	327	4.4	0.03	4.4	0.000	0.001	22.1	57	13.2	21.9	10.48	1.1701	0.00	23	1	100.0	1
25/05/23	11:31	20.5	20.5	20.4	67	14.2	2.2	ESE	0.13	3.6	SE	20.5	20.6	20.6	---	1006.3	0.00	0.0	881	1.26	881	5.1	0.04	5.1	0.000	0.002	22.1	57	13.1	21.8	10.48	1.1703	0.00	24	1	100.0	1
25/05/23	11:32	20.5	20.5	20.5	66	13.9	1.8	ESE	0.11	3.6	ESE	20.5	20.6	20.6	---	1006.3	0.00	0.0	935	1.34	935	5.0	0.04	5.0	0.000	0.002	22.1	57	13.2	21.9	10.48	1.1700	0.00	23	1	100.0	1
25/05/23	11:33	20.6	20.6	20.5	66	14.0	0.9	ESE	0.05	1.3	E	20.6	20.6	20.6	---	1006.3	0.00	0.0	935	1.34	935	5.3	0.04	5.3	0.000	0.002	22.1	57	13.2	21.9	10.48	1.1700	0.00	24	1	100.0	1
25/05/23	11:34	20.6	20.6	20.6	66	14.0	1.8	SE	0.11	3.6	SE	20.6	20.6	20.6	---	1006.2	0.00	0.0	935	1.34	935	5.3	0.04	5.3	0.000	0.002	22.1	57	13.2	21.9	10.48	1.1700	0.00	23	1	100.0	1
25/05/23	11:35	20.6	20.7	20.6	66	14.0	1.3	E	0.08	3.1	SE	20.6	20.7	20.7	---	1006.2	0.00	0.0	935	1.34	935	3.6	0.03	3.6	0.000	0.002	22.2	57	13.2	21.9	10.47	1.1697	0.00	23	1	100.0	1
25/05/23	11:36	20.7	20.7	20.7	66	14.1	1.8	SSE	0.11	3.6	SSE	20.7	20.7	20.7	---	1006.3	0.00	0.0	403	0.58	403	3.9	0.03	3.9	0.000	0.002	22.1	57	13.2	21.9	10.48	1.1700	0.00	24	1	100.0	1
25/05/23	11:37	20.8	20.8	20.7	65	14.0	3.1	SE	0.19	4.0	SE	20.8	20.7	20.7	---	1006.2	0.00	0.0	939	1.35	939	5.5	0.04	5.5	0.000	0.002	22.2	57	13.2	21.9	10.47	1.1697	0.00	23	1	100.0	1
25/05/23	11:38	20.8	20.8	20.8	65	14.0	2.7	ESE	0.16	3.6	ESE	20.8	20.8	20.8	---	1006.3	0.00	0.0	939	1.35	939	3.4	0.02	3.4	0.000	0.002	22.2	56	13.0	21.9	10.31	1.1701	0.00	24	1	100.0	1
25/05/23	11:39	20.9	20.9	20.8	65	14.1	3.6	E	0.21	4.9	ESE	20.6	20.8	20.5	---	1006.4	0.00	0.0	939	1.35	939	3.5	0.03	3.5	0.000	0.002	22.2	56	13.0	21.9	10.31	1.1702	0.00	23	1	100.0	1
25/05/23	11:40	20.9	20.9	20.9	64	13.9	2.7	ESE	0.16	4.0	ESE	20.9	20.8	20.8	---	1006.4	0.00	0.0	939	1.35	939	4.1	0.03	4.1	0.000	0.002	22.2	56	13.0	21.9	10.31	1.1702	0.00	24	1	100.0	1
25/05/23	11:41	20.9	20.9	20.9	65	14.1	1.8	SE	0.11	3.6	SE	20.9	20.9	20.9	---	1006.3	0.00	0.0	939	1.35	939	3.9	0.03	3.9	0.000	0.002	22.2	56	13.0	21.9	10.31	1.1701	0.00	23	1	100.0	1
25/05/23	11:42	21.0	21.0	20.9	65	14.2	2.2	E	0.13	3.6	SE	21.0	20.9	20.9	---	1006.3	0.00	0.0	510	0.73	510	3.3	0.02	3.3	0.000	0.002	22.2	56	13.0	21.9	10.31	1.1701	0.00	23	1	100.0	1
25/05/23	11:43	21.0	21.0	21.0	65	14.2	3.1	ESE	0.19	4.9	E	21.0	20.9	20.9	---	1006.3	0.00	0.0	330	0.47	330	3.3	0.02	3.3	0.000	0.002	22.2	56	13.0	21.9	10.31	1.1701	0.00	24	1	100.0	1
25/05/23	11:44	21.0	21.0	21.0	64	13.9	3.1	ESE	0.19	5.4	ESE	21.0	20.9	20.9	---	1006.3	0.00	0.0	359	0.51	359	3.5	0.03	3.5	0.000	0.002	22.2	56	13.0	21.9	10.31	1.1701	0.00	23	1	100.0	1
25/05/23	11:45	20.9	20.9	20.9	65	14.1	3.6	ESE	0.21	4.9	ESE	20.6	20.9	20.6	---	1006.4	0.00	0.0	360	0.52	360	3.4	0.02	3.4	0.000	0.002	22.2	56	13.0	22.0	10.31	1.1699	0.00	24	1	100.0	1
25/05/23	11:46	20.9	20.9	20.9	64	13.8	4.5	ESE	0.27	6.3	E	19.7	20.8	19.6	---	1006.4	0.00	0.0	380	0.54	380	3.5	0.03	3.5	0.000	0.002	22.2	56	13.0	21.9	10.31	1.1702	0.00	23	1	100.0	1
25/05/23	11:47	20.8	20.9	20.8	65	14.0	4.5	SE	0.27	5.8	ESE	19.7	20.8	19.6	---	1006.4	0.00	0.0	380	0.54	380	4.2	0.03	4.2	0.000	0.002	22.2	56	13.0	22.0	10.31	1.1700	0.00	23	1	100.0	1
25/05/23	11:48	20.8	20.8	20.8	65	14.0	4.9	SE	0.30	6.7	SE	19.4	20.8	19.3	---	1006.4	0.00	0.0	380	0.54	380	4.9	0.04	4.9	0.000	0.002	22.2	56	13.0	22.0	10.31	1.1699	0.00	23	1	100.0	1
25/05/23	11:49	20.8	20.8	20.8	65	14.0	4.5	ESE	0.27	6.7	SE	19.6	20.7	19.6	---	1006.5	0.00	0.0	355	0.51	355	3.4	0.02	3.4	0.000	0.002	22.2	56	13.0	22.0	10.31	1.1700	0.00	23	1	100.0	1
25/05/23	11:50	20.7	20.8	20.7	65	13.9	4.0	ESE	0.24	6.3	ESE	19.9	20.7	19.9	---	1006.5	0.00	0.0	346	0.50	346	3.3	0.02	3.3	0.000	0.002	22.2	56	13.0	22.0	10.31	1.1700	0.00	24	1	100.0	1
25/05/23	11:51	20.7	20.7	20.7	65	13.9	5.4	SE	0.32	8.0	SSE	19.0	20.7	18.9	---	1006.4	0.00	0.0	339	0.49	339	3.2	0.02	3.2	0.000	0.002	22.2	56	13.0	22.0	10.31	1.1699	0.00	23	1	100.0	1
25/05/23	11:52	20.7	20.7	20.7	65	13.9	3.1	SE	0.19	8.5	SSE	20.7	20.7	20.7	---	1006.5	0.00	0.0	338	0.48	338	3.2	0.02	3.2	0.000	0.002	22.2	56	13.0	22.0	10.31	1.1700	0.00	24	1	100.0	1
25/05/23	11:53	20.7	20.7	20.7	65	13.9	4.0	ESE	0.24	5.4	SE	19.9	20.7	19.9	---	1006.4	0.00	0.0	338	0.48	338	3.2	0.02	3.2	0.000	0.002	22.2	56	13.0	22.0	10.31	1.1700	0.00	22	1	95.7	1
25/05/23	11:54	20.7	20.7	20.7	65	13.9	4.0	SE	0.24	6.3	SE	19.9	20.7	19.9	---	1006.5	0.00	0.0	309	0.44	309	3.0	0.02	3.0	0.000	0.002	22.3	56	13.1	22.1	10.31	1.1697	0.00	23	1	100.0	1
25/05/23	11:55	20.7	20.7	20.7	66	14.1	4.5	SE	0.27	5.8	SE	19.5	20.7	19.6	---	1006.5	0.00	0.0	315	0.45	315	3.0	0.02	3.0	0.000	0.002	22.3	56	13.1	22.1	10.31	1.1698	0.00	24	1	100.0	1
25/05/23	11:56	20.7	20.7	20.7	66	14.1	4.5	ESE	0.27	7.2	ESE	19.6	20.7	19.6	---	1006.5	0.00	0.0	330	0.47	330	3.1	0.02	3.1	0.000	0.002	22.2	56	13.0	22.0	10.31	1.1700	0.00	23	1	100.0	1
25/05/23	11:57	20.7	20.7	20.7	65	13.9	3.6	SE	0.21	5.8	SE	20.3	20.7	20.3	---	1006.5	0.00	0.0	367	0.53	367	3.4	0.02	3.4	0.000	0.002	22.3	56	13.1	22.1	10.31	1.1697	0.00	24	1	100.0	1
25/05/23	11:58	20.7	20.7	20.7	65	13.9	4.0	SE	0.24	5.8	SSE	19.9	20.7	19.9	---	1006.5	0.00	0.0	376	0.54	376	3.3	0.02	3.3	0.000	0.002	22.3	56	13.1	22.1	10.31	1.1697	0.00	23	1	100.0	1
25/05/23	11:59	20.7	20.7	20.7	65	13.9	3.6	SSE	0.21	5.4	SSE	20.3	20.7	20.3	---	1006.5	0.00	0.0	404	0.58	404	3.4	0.02	3.4	0.000	0.002	22.3	56	13.1	22.1	10.31	1.1698	0.00	22	1	95.7	1
25/05/23	12:00	20.7	20.7	20.7	65	13.9	2.7	SE	0.16	4.5	SE	20.7	20.7	20.7	---	1006.5	0.00	0.0	429	0.61	429	3.8	0.03	3.8	0.000	0.002	22.3	56	13.1	22.1	10.31	1.1698	0.33	24	1	100.0	1
25/05/23	12:01	20.7	20.7	20.7	65	13.9	2.7	SE	0.16	4.5	ESE	20.7	20.7	20.7	---	1006.6	0.00	0.0	1007	1.44	1007	4.1	0.03	4.1	0.000	0.002	22.3	56	13.1	22.1	10.31	1.1698	0.00	23	1	100.0	1
25/05/23	12:02	20.7	20.7	20.7	65	13.9	2.7	SE	0.16	4.5	SE	20.7	20.7	20.7	---	1006.5	0.00	0.0	1007	1.44	1007	3.6	0.03	3.6	0.000	0.002	22.3	56	13.1	22.1	10.31	1.1698	0.00	23	1	100.0	1
25/05/23	12:03	20.8	20.8	20.7	65	14.0	3.1	SE	0.19	4.0	SE	20.8	20.7	20.7	---	1006.5	0.00	0.0	399	0.57	399	3.6	0.03	3.6	0.000	0.002	22.3	56	13.1	22.2	10.31	1.1695	0.00	23	1	100.0	1
25/05/23	12:04	20.8	20.8	20.8	65	14.0	2.7	SSE	0.16	4.5	SE	20.8	20.8	20.8	---	1006.6	0.00	0.0	399	0.57	399	3.4	0.02	3.4	0.000	0.002	22.3	56	13.1	22.2	10.31	1.1696	0.00	24	1	100.0	1
25/05/23	12:05	20.9	20.9	20.8	64	13.8	1.8	SE	0.11	3.1	ESE	20.9	20.8	20.8	---	1006.5	0.00	0.0	379	0.54	380	3.3	0.02	3.3	0.000	0.002	22.3	56	13.1	22.2	10.31	1.1695	0.00	23	1	100.0	1
25/05/23	12:06	20.9	20.9	20.9	64	13.9	1.8	E	0.11	3.6	SSE	20.9	20.8	20.8	---	1006.5	0.00	0.0	432	0.62	432	3.4	0.02	3.4	0.000	0.002	22.3	56	13.1	22.2	10.31	1.1695	0.00	23	1	100.0	1
25/05/23	12:07	20.9	20.9	20.9	64	13.9	2.7	ESE	0.16	5.4	ESE	20.9	20.8	20.8	---	1006.5	0.00	0.0	425	0.61	425	3.6	0.03	3.6	0.000	0.002	22.3	56	13.1	22.2	10.31	1.1695	0.00	24	1	100.0	1
25/05/23	12:08	21.0	21.0	20.9	64	13.9	2.2	SE	0.13	4.0	ESE	21.0	20.9	20.9	---	1006.5	0.00	0.0	469	0.67	469	3.9	0.03	3.9	0.000	0.002	22.4	56	13.2	22.2	10.30	1.1692	0.00	23	1	100.0	1
25/05/23	12:09	21.1	21.1	21.0	63	13.7	3.6	ESE	0.21	4.9	ESE	20.8	20.9	20.6	---	1006.6	0.00	0.0	492	0.71	492	4.3	0.03	4.3	0.000	0.002	22.4	56	13.2	22.2	10.30	1.1693	0.00	24	1	100.0	1
25/05/23	12:10	21.1	21.1	21.1	63	13.7	3.6	SE	0.21	5.4	SSE	20.8	20.9	20.6	---	1006.5	0.00	0.0	492	0.71	492	6.5	0.05	6.5	0.000	0.002	22.3	56	13.1	22.2	10.31	1.1695	0.00	23	1	100.0	1
25/05/23	12:11	21.1	21.1	21.1	63	13.8	3.6	ESE	0.21	5.4	E	20.8	20.9	20.6	---	1006.6	0.00	0.0	731	1.05	731	5.8	0.04	5.8	0.000	0.002	22.4	56	13.2	22.2	10.30	1.1694	0.00	23	1	100.0	1
25/05/23	12:12	21.1	21.1	21.1	64	14.0	2.2	ESE	0.13	4.9	ESE	21.1	20.9	20.9	---	1006.5	0.00	0.0	731	1.05	731	5.0	0.04	5.8	0.000	0.002	22.4	56	13.2	22.2	10.30	1.1692	0.00	23	1	100.0	1
25/05/23	12:13	21.2	21.2	21.1	64	14.1	1.8	SE	0.11	3.6	ESE	21.2	21.0	21.0	---	1006.5	0.00	0.0	483	0.69	483	4.1	0.03	4.1	0.000	0.002	22.4	56	13.2	22.2	10.30	1.1692	0.00	23	1	100.0	1
25/05/23	12:14	21.2	21.2	21.2	64	14.1	1.8	SE	0.11	3.6	SE	21.2	21.1	21.1	---	1006.5	0.00	0.0	469	0.67	469	4.0	0.03	4.0	0.000	0.002	22.4	56	13.2	22.2	10.30	1.1692	0.00	24	1	100.0	1
25/05/23	12:15	21.3	21.3	21.2	64	14.2	1.3	SE	0.08	3.1	S	21.3	21.2	21.2	---	1006.5	0.00	0.0	557	0.80	557	4.7	0.03	4.7	0.000	0.002	22.4	56	13.2	22.2	10.30	1.1692	0.00	23	1	100.0	1
25/05/23	12:16	21.4	21.4	21.3	64	14.3	1.3	E	0.08	2.2	E	21.4	21.3	21.3	---	1006.5	0.00	0.0	557	0.80	557	4.5	0.03	4.5	0.000	0.002	22.4	56	13.2	22.3	10.30	1.1689	0.00	23	1	100.0	1
25/05/23	12:17	21.4	21.4	21.4	63	14.1	4.0	ESE	0.24	5.8	SE	20.7	21.3	20.6	---	1006.5	0.00	0.0	506	0.73	506	4.2	0.03	4.2	0.000	0.002	22.4	56	13.2	22.3	10.30	1.1689	0.00	24	1	100.0	1
25/05/23	12:18	21.4	21.4	21.4	63	14.1	3.1	SE	0.19	4.9	SSE	21.4	21.3	21.3	---	1006.5	0.00	0.0	506	0.73	506	4.6	0.03	4.6	0.000	0.002	22.4	56	13.2	22.3	10.30	1.1689	0.00	23	1	100.0	1
25/05/23	12:19	21.4	21.4	21.4	63	14.1	3.6	SE	0.21	4.9	SE	21.2	21.3	21.1	---	1006.5	0.00	0.0	643	0.92	643	4.6	0.03	4.6	0.000	0.002	22.4	56	13.2	22.3	10.30	1.1689	0.00	24	1	100.0	1
25/05/23	12:20	21.4	21.4	21.4	63	14.1	3.1	ESE	0.19	4.9	E	21.4	21.2	21.2	---	1006.5	0.00	0.0	643	0.92	643	6.1	0.04	6.1	0.000	0.002	22.4	56	13.2	22.3	10.30	1.1689	0.00	23	1	100.0	1
25/05/23	12:21	21.4	21.4	21.4	64	14.3	2.2	ESE	0.13	4.0	E	21.4	21.3	21.3	---	1006.5	0.00	0.0	643	0.92	643	4.2	0.03	4.2	0.000	0.002	22.4	56	13.2	22.3	10.30	1.1689	0.00	24	1	100.0	1
25/05/23	12:22	21.4	21.4	21.4	63	14.1	2.7	ESE	0.16	4.5	ESE	21.4	21.2	21.2	---	1006.5	0.00	0.0	466	0.67	466	4.3	0.03	4.3	0.000	0.002	22.4	56	13.2	22.3	10.30	1.1689	0.00	23	1	100.0	1
25/05/23	12:23	21.4	21.4	21.4	64	14.3	2.2	SE	0.13	4.5	ENE	21.4	21.3	21.3	---	1006.4	0.00	0.0	411	0.59	422	4.0	0.03	4.0	0.000	0.002	22.4	56	13.2	22.3	10.30	1.1688	0.00	23	1	100.0	1
25/05/23	12:24	21.4	21.4	21.4	64	14.3	2.2	SE	0.13	3.6	ESE	21.4	21.3	21.3	---	1006.4	0.00	0.0	469	0.67	469	4.5	0.03	4.8	0.000	0.002	22.5	56	13.3	22.4	10.30	1.1686	0.00	24	1	100.0	1
25/05/23	12:25	21.5	21.5	21.4	64	14.4	2.7	ESE	0.16	3.6	ESE	21.5	21.4	21.4	---	1006.5	0.00	0.0	469	0.67	469	6.2	0.04	6.2	0.000	0.002	22.5	56	13.3	22.4	10.30	1.1686	0.00	23	1	100.0	1
25/05/23	12:26	21.5	21.5	21.4	63	14.2	2.2	ESE	0.13	3.6	SSE	21.5	21.4	21.4	---	1006.5	0.00	0.0	469	0.67	469	4.0	0.03	4.0	0.000	0.002	22.5	56	13.3	22.4	10.30	1.1686	0.00	24	1	100.0	1
25/05/23	12:27	21.6	21.6	21.5	63	14.2	2.7	ESE	0.16	5.8	ESE	21.6	21.4	21.4	---	1006.5	0.00	0.0	348	0.50	348	3.9	0.03	3.9	0.000	0.002	22.5	56	13.3	22.4	10.30	1.1686	0.00	23	1	100.0	1
25/05/23	12:28	21.6	21.6	21.6	63	14.2	3.6	ESE	0.21	4.9	ESE	21.3	21.4	21.2	---	1006.5	0.00	0.0	401	0.57	401	4.6	0.03	4.6	0.000	0.002	22.6	56	13.3	22.4	10.30	1.1684	0.00	23	1	100.0	1
25/05/23	12:29	21.7	21.7	21.6	64	14.6	1.3	ESE	0.08	3.1	SSE	21.7	21.6	21.6	---	1006.4	0.00	0.0	418	0.60	432	4.3	0.03	4.3	0.000	0.002	22.6	56	13.3	22.4	10.30	1.1683	0.00	24	1	100.0	1
25/05/23	12:30	21.7	21.7	21.6	63	14.3	3.1	SE	0.19	4.5	ESE	21.7	21.6	21.6	---	1006.5	0.00	0.0	415	0.59	415	4.4	0.03	4.7	0.000	0.002	22.6	56	13.3	22.4	10.30	1.1684	0.00	23	1	100.0	1
25/05/23	12:31	21.7	21.7	21.7	63	14.4	2.2	ESE	0.13	3.6	SSE	21.7	21.7	21.7	---	1006.4	0.00	0.0	448	0.64	448	4.1	0.03	4.1	0.000	0.002	22.6	56	13.3	22.4	10.30	1.1682	0.00	24	1	100.0	1
25/05/23	12:32	21.7	21.8	21.7	63	14.4	0.9	SSE	0.05	1.8	WSW	21.7	21.7	21.7	---	1006.4	0.00	0.0	371	0.53	371	4.0	0.03	4.0	0.000	0.002	22.6	56	13.3	22.4	10.30	1.1682	0.00	23	1	100.0	1
25/05/23	12:33	21.8	21.8	21.8	63	14.4	1.3	SE	0.08	1.8	S	21.8	21.7	21.7	---	1006.5	0.00	0.0	403	0.58	403	4.0	0.03	4.0	0.000	0.002	22.6	56	13.3	22.4	10.30	1.1683	0.00	24	1	100.0	1
25/05/23	12:34	21.9	21.9	21.8	63	14.5	0.9	E	0.05	1.3	ENE	21.9	21.8	21.8	---	1006.5	0.00	0.0	403	0.58	403	6.4	0.05	6.4	0.000	0.002	22.6	56	13.3	22.4	10.30	1.1684	0.00	23	1	100.0	1
25/05/23	12:35	21.9	21.9	21.9	63	14.5	1.8	ESE	0.11	3.6	SE	21.9	21.8	21.8	---	1006.5	0.00	0.0	403	0.58	403	4.1	0.03	4.1	0.000	0.002	22.6	56	13.3	22.4	10.30	1.1683	0.00	23	1	100.0	1
25/05/23	12:36	22.0	22.0	21.9	62	14.4	2.2	ESE	0.13	4.0	SE	22.0	21.9	21.9	---	1006.5	0.00	0.0	373	0.53	373	3.8	0.03	3.8	0.000	0.003	22.6	56	13.4	22.5	10.30	1.1681	0.00	24	1	100.0	1
25/05/23	12:37	22.0	22.0	22.0	62	14.4	1.8	SSE	0.11	4.0	SSE	22.0	21.9	21.9	---	1006.5	0.00	0.0	373	0.53	373	5.9	0.04	5.9	0.000	0.003	22.6	56	13.4	22.5	10.30	1.1681	0.00	23	1	100.0	1
25/05/23	12:38	22.1	22.1	22.1	62	14.5	1.3	SE	0.08	1.8	NNE	22.1	22.1	22.1	---	1006.5	0.00	0.0	373	0.53	373	6.7	0.05	6.7	0.000	0.003	22.6	56	13.4	22.5	10.30	1.1681	0.00	24	1	100.0	1
